,province,city,total,today
91,安徽,合肥,"{'showRate': False, 'adcode': '340100', 'heal': 177, 'wzz': 0, 'mediumRiskAreaNum': 0, 'showHeal': True, 'grade': '点击查看详情', 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:33', 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'confirm': 178, 'dead': 1, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
92,安徽,淮南,"{'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:34', 'confirm': 36, 'dead': 0, 'wzz': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'heal': 36, 'showHeal': True, 'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '340400', 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
93,安徽,池州,"{'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '341700', 'confirm': 21, 'heal': 21, 'wzz': 0, 'provinceLocalConfirm': 0, 'dead': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'showRate': False, 'showHeal': True, 'mtime': '2022-07-17 11:32:35'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
94,安徽,马鞍山,"{'showHeal': True, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '340500', 'nowConfirm': 0, 'confirm': 41, 'heal': 41, 'provinceLocalConfirm': 0, 'dead': 0, 'showRate': False, 'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:32:35'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
95,安徽,阜阳,"{'heal': 163, 'showHeal': True, 'highRiskAreaNum': 0, 'adcode': '341200', 'nowConfirm': 0, 'dead': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:35', 'continueDayZeroLocalConfirm': 16, 'confirm': 163, 'showRate': False, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'wzz': 0, 'mediumRiskAreaNum': 0}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
96,安徽,芜湖,"{'nowConfirm': 0, 'showRate': False, 'mtime': '2022-07-17 11:32:36', 'heal': 40, 'showHeal': True, 'continueDayZeroLocalConfirm': 16, 'dead': 0, 'wzz': 0, 'adcode': '340200', 'confirm': 40, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
97,安徽,铜陵,"{'confirm': 33, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'heal': 33, 'showHeal': True, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:36', 'adcode': '340700', 'showRate': False, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'dead': 0, 'wzz': 0}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
98,吉林,长春,"{'heal': 24679, 'showHeal': True, 'grade': '点击查看详情', 'wzz': 0, 'continueDayZeroLocalConfirm': 0, 'adcode': '220100', 'nowConfirm': 497, 'dead': 0, 'confirm': 25176, 'showRate': False, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 4, 'highRiskAreaNum': 3, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-18 10:44:11'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '8', 'local_confirm_add': 0}"
99,吉林,境外输入,"{'confirm': 73, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'adcode': '', 'nowConfirm': 38, 'continueDayZeroLocalConfirmAdd': 0, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-17 11:31:24', 'dead': 0, 'showRate': False, 'heal': 35, 'showHeal': True, 'wzz': 0, 'provinceLocalConfirm': 0}","{'wzz_add': '', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
100,吉林,吉林市,"{'continueDayZeroLocalConfirm': 0, 'showRate': False, 'showHeal': True, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'confirm': 14097, 'grade': '点击查看详情', 'wzz': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:34:40', 'nowConfirm': 3, 'dead': 1, 'heal': 14093, 'mediumRiskAreaNum': 0, 'adcode': '220200'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
101,吉林,通化,"{'nowConfirm': 1, 'adcode': '220500', 'confirm': 314, 'dead': 1, 'showRate': False, 'heal': 312, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-17 11:32:33', 'showHeal': True, 'grade': '点击查看详情', 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
102,吉林,四平,"{'grade': '点击查看详情', 'mtime': '2022-07-17 11:32:31', 'showRate': False, 'provinceLocalConfirm': 0, 'adcode': '220300', 'nowConfirm': 1, 'heal': 242, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'confirm': 244, 'dead': 1, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
